Category,Sub-Category,Total Profit,Total Quantity Sold
Office Supplies,Fasteners,245.41000080108643,89
Technology,Phones,4911.990067958832,125
Furniture,Tables,-1544.4000358581543,24
Technology,Copiers,956.9099430851638,62
Technology,Machines,999.8500027656555,58
Furniture,Bookcases,1815.8700141906738,42
Technology,Accessories,845.4800238609314,68
Office Supplies,Binders,427.04999738931656,159
Furniture,Chairs,2738.3699988760054,92
Office Supplies,Storage,1241.7400171756744,115
Office Supplies,Labels,47.49999850988388,52
Office Supplies,Envelopes,108.84999686479568,39
Office Supplies,Appliances,-284.61000051908195,52
Office Supplies,Art,462.52000218629837,115
Furniture,Furnishings,742.399999961257,104
Office Supplies,Supplies,275.18000280857086,56
Office Supplies,Paper,92.9300047159195,80
