Category,Sub-Category,Total Profit,Total Quantity Sold
Office Supplies,Labels,424.4600033387542,142
Office Supplies,Art,1195.8399960398674,273
Furniture,Bookcases,3895.309952735901,138
Furniture,Furnishings,-276.4500048160553,195
Office Supplies,Envelopes,631.4300093650818,100
Technology,Copiers,2824.090008514002,103
Office Supplies,Fasteners,330.20999759435654,141
Office Supplies,Storage,12.519998701289296,239
Furniture,Chairs,1899.850018978119,233
Office Supplies,Binders,1341.939952045679,296
Office Supplies,Paper,856.2400044240057,176
Office Supplies,Supplies,767.8699925243855,199
Office Supplies,Appliances,2048.7899787425995,134
Technology,Phones,6125.760002374649,207
Technology,Accessories,1362.530015707016,173
Furniture,Tables,-2462.650007057935,89
Technology,Machines,171.7499761581421,82
